USER,BASIN,RIPARIAN,PRIORITY,2021-08_ALLOCATION,2021-08_DEMAND,2021-08_SHORTAGE,2108-08_%_SHORTAGE
A019470,L_21_MSRR,N,171,0.35775,0.357750489,4.889999999924122e-07,1.366874441903033e-06
A019515,L_21,N,172,0.00099,0.00099,0.0,0.0
A019554,L_16,N,173,0.0,0.00099,0.00099,1.0
A019557,L_23,N,174,0.0,0.00099,0.00099,1.0
A019649,L_14,N,175,0.0,0.00099,0.00099,1.0
A019652,L_28,N,176,0.666667,0.666666667,-3.3300000001901253e-07,-4.994999997787688e-07
A019720,L_16,N,177,0.0,0.00099,0.00099,1.0
A019798,L_23,N,178,0.0,0.00099,0.00099,1.0
A019806,L_26,N,179,0.00099,0.00099,0.0,0.0
A019891,L_23,N,180,0.0,0.00099,0.00099,1.0
A020005,L_16,N,181,0.0,0.00099,0.00099,1.0
A020015,L_16,N,182,0.0,0.00099,0.00099,1.0
A020071,L_23,N,183,0.0,0.00099,0.00099,1.0
A020078,L_23,N,184,0.0,0.00099,0.00099,1.0
A020114,L_16,N,185,0.0,0.00099,0.00099,1.0
A020127,L_27,N,186,0.00099,0.00099,0.0,0.0
A020129,L_14,N,187,0.0,0.00099,0.00099,1.0
A020134,L_21,N,188,0.0469,0.0469,0.0,0.0
A020147,L_25,N,189,0.00099,0.00099,0.0,0.0
A020261,L_20,N,190,0.00099,0.00099,0.0,0.0
A020264,L_17,N,191,0.0,0.00099,0.00099,1.0
A020384,L_21,N,192,0.00099,0.00099,0.0,0.0
A020401,L_23,N,193,0.0,0.00099,0.00099,1.0
A020435,L_24,N,194,0.0,0.00099,0.00099,1.0
A020491,L_25,N,195,0.00099,0.00099,0.0,0.0
A020493,L_16,N,196,0.0,0.00099,0.00099,1.0
A020509,L_23,N,249,0.0,0.00099,0.00099,1.0
A020557,L_17,N,197,0.0,0.00099,0.00099,1.0
A020573,L_15_MSDC,N,198,0.0,0.00099,0.00099,1.0
A020583,L_16_MSDC,N,199,0.0,0.00099,0.00099,1.0
A020584,L_20,N,200,0.00099,0.00099,0.0,0.0
A020634,L_23,N,201,0.0,0.283333333,0.283333333,1.0
A020728,L_16,N,202,0.0,0.00099,0.00099,1.0
A020733,L_16,N,203,0.0,0.00099,0.00099,1.0
A020769,L_17,N,204,0.0,0.00099,0.00099,1.0
A020788,L_17,N,205,0.0,0.00099,0.00099,1.0
A020798,L_18,N,206,0.00099,0.00099,0.0,0.0
A020825,L_28,N,207,0.00099,0.00099,0.0,0.0
A020920,L_26,N,208,0.00099,0.00099,0.0,0.0
A020951,L_16,N,209,0.0,0.00099,0.00099,1.0
A020979,L_17,N,210,0.0,0.00099,0.00099,1.0
A021015,L_19,N,211,0.00099,0.00099,0.0,0.0
A021052,L_16,N,212,0.0,0.06695366700000001,0.06695366700000001,1.0
A021081,L_24,N,213,0.0,0.00099,0.00099,1.0
A021148,L_26,N,214,0.00099,0.00099,0.0,0.0
A021156,L_26,N,215,0.00099,0.00099,0.0,0.0
A021191,L_16,N,216,0.0,0.41700000000000004,0.41700000000000004,1.0
A021210,L_16,N,217,0.0,0.004603333,0.004603333,1.0
A021271,L_21,N,218,0.03066,0.030660000000000003,3.469446951953614e-18,1.131587394635882e-16
A021355,L_23,N,219,0.0,0.00099,0.00099,1.0
A021360,L_16_MSDC,N,220,0.0,0.55,0.55,1.0
A021658,L_18,N,221,0.00099,0.00099,0.0,0.0
A021660,L_17_MSRR,N,222,0.0,2.381164,2.381164,1.0
A021691,L_23,N,223,0.0,0.00099,0.00099,1.0
A021817,L_27,N,224,0.00099,0.00099,0.0,0.0
A021886,L_15_MSDC,N,225,0.0,0.00099,0.00099,1.0
A021919,L_18,N,226,0.00099,0.00099,0.0,0.0
A021977,L_21,N,227,0.00099,0.00099,0.0,0.0
A022038,L_24,N,228,0.0,0.00099,0.00099,1.0
A022090,L_15,N,229,0.0,0.00099,0.00099,1.0
A022141,L_15,N,230,0.0,0.00099,0.00099,1.0
A022151,L_16,N,231,0.0,0.00099,0.00099,1.0
A022237,L_15,N,232,0.0,0.00099,0.00099,1.0
A022273,L_16_MSDC,N,233,0.0,0.00099,0.00099,1.0
A022342,L_24,N,234,0.0,0.00099,0.00099,1.0
A022348,L_21_MSRR,N,235,0.00099,0.00099,0.0,0.0
A022359,L_15_MSDC,N,236,0.0,3.666666667,3.666666667,1.0
A022431,L_27,N,237,0.00099,0.00099,0.0,0.0
A022496,L_14,N,238,0.0,0.00099,0.00099,1.0
A022498,L_23,N,239,0.0,0.00099,0.00099,1.0
A022523,L_21,N,240,0.3027,0.3027,0.0,0.0
A022583,L_25,N,241,0.00099,0.00099,0.0,0.0
A022608,L_17_MSRR,N,257,0.0,0.00099,0.00099,1.0
A022661,L_14_MSDC,N,242,0.0,0.00099,0.00099,1.0
A022667,L_25,N,243,0.00099,0.00099,0.0,0.0
A022745,L_23,N,244,0.0,0.00099,0.00099,1.0
A022767,L_24_LSR,N,245,0.00099,0.00099,0.0,0.0
A022807,L_14_MSDC,N,246,0.0,0.00099,0.00099,1.0
A022919,L_24,N,247,0.0,0.00099,0.00099,1.0
A022929,L_14_MSDC,N,248,0.0,0.00099,0.00099,1.0
A022962,L_14,N,250,0.0,0.41466666700000004,0.41466666700000004,1.0
A023027,L_27,N,251,0.00099,0.00099,0.0,0.0
A023058,L_27,N,252,0.00099,0.00099,0.0,0.0
A023067,L_14_MSDC,N,253,0.0,7.25,7.25,1.0
A023077,L_16,N,254,0.0,0.00099,0.00099,1.0
A023094,L_16,N,255,0.0,0.00099,0.00099,1.0
A023144,L_27,N,256,0.09,0.09,0.0,0.0
A023165,L_16_MSDC,N,258,0.0,0.00099,0.00099,1.0
A023173,L_15,N,259,0.0,0.00099,0.00099,1.0
A023328,L_27,N,260,0.00099,0.00099,0.0,0.0
A023540,L_16_MSDC,N,261,0.0,0.00099,0.00099,1.0
A023639,L_17_MSRR,N,262,0.0,0.00099,0.00099,1.0
A023655,L_17_MSRR,N,263,0.0,0.00099,0.00099,1.0
A023766,L_16_MSDC,N,264,0.0,0.00099,0.00099,1.0
A023915,L_24,N,265,0.0,0.00099,0.00099,1.0
A023998,L_23,N,287,0.0,0.00099,0.00099,1.0
A024004,L_27,N,266,0.00099,0.00099,0.0,0.0
A024223,L_16,N,267,0.0,0.00099,0.00099,1.0
A024247,L_27,N,268,0.00099,0.00099,0.0,0.0
A024268A,L_17_MSRR,N,269,0.0,16.1,16.1,1.0
A024268B,L_17_MSRR,N,270,0.0,0.00099,0.00099,1.0
A024270A,L_17_MSRR,N,271,0.0,0.00099,0.00099,1.0
A024270B,L_17_MSRR,N,272,0.0,0.00099,0.00099,1.0
A024271A,L_24_LSR,N,273,0.00099,0.00099,0.0,0.0
A024271B,L_24_LSR,N,274,0.00099,0.00099,0.0,0.0
A024300A,L_14,N,275,0.0,0.00099,0.00099,1.0
A024301,L_24,N,276,0.0,0.00099,0.00099,1.0
A024412,L_25,N,277,0.00099,0.00099,0.0,0.0
A024544,L_16,N,278,0.0,0.00099,0.00099,1.0
A024569,L_23,N,279,0.0,0.00099,0.00099,1.0
A024644,L_24,N,280,0.0,0.00099,0.00099,1.0
A024688A,L_16_MSDC,N,281,0.0,0.00099,0.00099,1.0
A024688B,L_16_MSDC,N,282,0.0,0.00099,0.00099,1.0
A024706,L_23,N,283,0.0,0.00099,0.00099,1.0
A024761,L_18,N,284,0.00099,0.00099,0.0,0.0
A024762A,L_17_MSRR,N,285,0.0,0.01,0.01,1.0
A024762B,L_17_MSRR,N,286,0.0,0.00099,0.00099,1.0
A024780,L_18,N,288,0.00099,0.00099,0.0,0.0
A024782,L_16,N,289,0.0,0.00099,0.00099,1.0
A024783,L_24,N,290,0.0,0.00099,0.00099,1.0
A024817,L_28,N,292,0.00099,0.00099,0.0,0.0
A024827,L_21,N,293,0.00099,0.00099,0.0,0.0
A024865A01,L_18_MSRR,N,294,0.00099,0.00099,0.0,0.0
A024865A02,L_18_MSRR,N,295,0.193333,0.193333333,3.3299999999125696e-07,1.7224137960279045e-06
A024865B,L_18_MSRR,N,296,0.00099,0.00099,0.0,0.0
A024884,L_20,N,297,0.119687,0.11968663,-3.6999999999953737e-07,-3.091406283220919e-06
A024891,L_17_MSRR,N,298,0.0,0.00099,0.00099,1.0
A024892A,L_17_MSRR,N,299,0.0,0.00099,0.00099,1.0
A024892B,L_17_MSRR,N,300,0.0,0.00099,0.00099,1.0
A024905,L_17_MSRR,N,301,0.0,0.00099,0.00099,1.0
A024921,L_21_MSRR,N,302,0.00931,0.009309999999999999,-1.734723475976807e-18,-1.8632905219944226e-16
A024929,L_21_MSRR,N,303,76.8567,76.85666667,-3.333000000793618e-05,-4.336643970138001e-07
A024962,L_21_MSRR,N,304,0.001534,0.001534,0.0,0.0
A024963,L_21_MSRR,N,305,0.00099,0.00099,0.0,0.0
A025010,L_17_MSRR,N,306,0.0,0.00099,0.00099,1.0
A025012,L_19_MSRR,N,307,0.007672,0.007672,0.0,0.0
A025021,L_17_MSRR,N,308,0.0,0.017,0.017,1.0
A025065,L_23,N,309,0.0,0.00099,0.00099,1.0
A025125,L_16,N,310,0.0,0.00099,0.00099,1.0
A025137,L_21,N,311,0.00099,0.00099,0.0,0.0
A025301,L_17_MSRR,N,314,0.0,0.00099,0.00099,1.0
A025325,L_18,N,315,0.00099,0.00099,0.0,0.0
A025363,L_17_MSRR,N,316,0.0,0.000256,0.000256,1.0
A025367,L_17,N,317,0.0,0.00099,0.00099,1.0
A025393A,L_17_MSRR,N,318,0.0,0.68,0.68,1.0
A025393B,L_17_MSRR,N,319,0.0,0.00099,0.00099,1.0
A025623,L_17,N,322,0.0,0.00099,0.00099,1.0
A025674,L_21,N,323,0.00099,0.00099,0.0,0.0
A025773,L_24,N,324,0.0,0.00099,0.00099,1.0
A025830,L_21,N,325,0.236626,0.23662566699999998,-3.3300000001901253e-07,-1.4072860490616707e-06
A025831,L_21,N,326,0.00099,0.00099,0.0,0.0
A025869,L_24,N,327,0.0,0.00099,0.00099,1.0
A025939,L_17_MSRR,N,328,0.0,0.00099,0.00099,1.0
A025940,L_24,N,329,0.0,0.00099,0.00099,1.0
A025964,L_14,N,330,0.0,0.00099,0.00099,1.0
A025998,L_15,N,331,0.0,1.563333333,1.563333333,1.0
A026113,L_21,N,332,0.00099,0.00099,0.0,0.0
A026228,L_21,N,333,0.00099,0.00099,0.0,0.0
A026233,L_17_MSRR,N,334,0.0,0.5982069999999999,0.5982069999999999,1.0
A026240,L_24,N,336,0.0,0.00099,0.00099,1.0
A026241,L_24,N,335,0.0,0.00099,0.00099,1.0
A026298A,L_17,N,337,0.0,0.067,0.067,1.0
A026298B,L_18,N,338,4.28933,4.289333333,3.3330000004383464e-06,7.770438298175383e-07
A026440,L_16,N,339,0.0,0.00099,0.00099,1.0
A026442,L_16,N,340,0.0,0.00099,0.00099,1.0
A026503,L_23,N,341,0.0,0.00099,0.00099,1.0
A026561,L_16,N,342,0.0,0.00099,0.00099,1.0
A026624,L_14,N,343,0.0,0.00099,0.00099,1.0
A026740,L_27,N,344,0.00099,0.00099,0.0,0.0
A026975,L_27,N,345,0.00099,0.00099,0.0,0.0
A026993,L_23,N,346,0.0,0.00099,0.00099,1.0
A027022,L_26,N,347,0.00099,0.00099,0.0,0.0
A027031,L_16,N,348,0.0,0.00099,0.00099,1.0
A027046,L_24,N,349,0.0,0.00099,0.00099,1.0
A027081,L_21,N,350,0.00099,0.00099,0.0,0.0
A027143,L_28,N,351,0.00099,0.00099,0.0,0.0
A027149,L_17_MSRR,N,352,0.0,0.00099,0.00099,1.0
A027158,L_24,N,353,0.0,0.00099,0.00099,1.0
A027249,L_21,N,354,0.00099,0.00099,0.0,0.0
A027362,L_18_MSRR,N,355,0.00099,0.00099,0.0,0.0
A027424,L_27,N,356,0.00099,0.00099,0.0,0.0
A027478,L_17_MSRR,N,357,0.0,0.00099,0.00099,1.0
A027479,L_17_MSRR,N,358,0.0,1.8333333330000001,1.8333333330000001,1.0
A027702,L_16,N,359,0.0,0.00099,0.00099,1.0
A027757,L_17,N,360,0.0,0.00099,0.00099,1.0
A027953,L_15,N,362,0.0,0.00099,0.00099,1.0
A028365,L_19,N,363,0.00099,0.00099,0.0,0.0
A028370,L_27,N,361,0.00099,0.00099,0.0,0.0
A028386,L_24,N,364,0.0,0.00099,0.00099,1.0
A028402,L_16,N,365,0.0,0.00099,0.00099,1.0
A028828,L_21,N,366,0.00099,0.00099,0.0,0.0
A028860,L_21,N,367,0.00099,0.00099,0.0,0.0
A028878,L_16_MSDC,N,368,0.0,0.000685333,0.000685333,1.0
A029044,L_24,N,369,0.0,0.00099,0.00099,1.0
A029070,L_23,N,370,0.0,0.00099,0.00099,1.0
A029272,L_21,N,372,1.48023,1.480226667,-3.3329999999942572e-06,-2.2516821742911196e-06
A029277,L_23,N,373,0.0,0.00099,0.00099,1.0
A029332,L_26,N,374,0.00099,0.00099,0.0,0.0
A029333,L_18,N,375,1e-05,1e-05,0.0,0.0
A029397,L_17_MSRR,N,376,0.0,0.00099,0.00099,1.0
A029405,L_17_MSRR,N,377,0.0,11.63333333,11.63333333,1.0
A029462,L_17_MSRR,N,378,0.0,0.436729,0.436729,1.0
A029502,L_18,N,379,0.00099,0.00099,0.0,0.0
A029515,L_27,N,381,0.00099,0.00099,0.0,0.0
A029538,L_16,N,383,0.0,0.00099,0.00099,1.0
A029562,L_14,N,380,0.0,0.00099,0.00099,1.0
A029610,L_18,N,384,0.00099,0.00099,0.0,0.0
A029628,L_14,N,385,0.0,0.00099,0.00099,1.0
A029671,L_17,N,386,0.0,0.00099,0.00099,1.0
A029772,L_23,N,388,0.0,0.00099,0.00099,1.0
A029802,L_24_LSR,N,389,0.00099,0.00099,0.0,0.0
A029848,L_23,N,390,0.0,0.00099,0.00099,1.0
A029849,L_23,N,391,0.0,0.00099,0.00099,1.0
A029850,L_23,N,392,0.0,0.00099,0.00099,1.0
A029858,L_24,N,393,0.0,0.00099,0.00099,1.0
A029901,L_18_MSRR,N,396,15.9696,23.66333333,7.693733330000001,0.32513311724540545
A029986,L_16,N,398,0.0,0.00099,0.00099,1.0
A030124,L_27,N,401,0.0,0.00099,0.00099,1.0
A030125,L_27,N,402,0.0,0.00099,0.00099,1.0
A030173,L_16,N,403,0.0,0.00099,0.00099,1.0
A030186,L_21,N,400,0.0,0.48418599999999995,0.48418599999999995,1.0
A030391,L_17_MSRR,N,408,0.0,0.00099,0.00099,1.0
A030797,L_14,N,416,0.0,0.00099,0.00099,1.0
A030882,L_18,N,413,0.0,0.00099,0.00099,1.0
A030933,L_16,N,421,0.0,0.00099,0.00099,1.0
A031055,L_21_MSRR,N,422,0.0,5.028371667,5.028371667,1.0
A031257,L_21_MSRR,N,427,0.0,0.6459999999999999,0.6459999999999999,1.0
A031304,L_14,N,429,0.0,0.00099,0.00099,1.0
A031362,L_14,N,431,0.0,0.00099,0.00099,1.0
A031501,L_24,N,433,0.0,0.00099,0.00099,1.0
A031567,L_21,N,436,0.0,0.754096333,0.754096333,1.0
A031620,L_27,N,440,0.0,0.00099,0.00099,1.0
A031719,L_24,N,444,0.0,0.00099,0.00099,1.0
A031737,L_27,N,446,0.0,0.00099,0.00099,1.0
A031743,L_18_MSRR,N,450,0.0,0.00099,0.00099,1.0
C000028,L_27,N,291,0.00099,0.00099,0.0,0.0
C000511,L_21,N,312,0.00099,0.00099,0.0,0.0
C000512,L_21,N,313,0.00099,0.00099,0.0,0.0
C001166,L_28,N,320,0.00099,0.00099,0.0,0.0
C001216,L_23,N,321,0.0,0.00099,0.00099,1.0
C003979,L_17,N,395,0.0,0.00099,0.00099,1.0
C003981,L_16,N,397,0.0,0.00099,0.00099,1.0
D029507,L_16,N,382,0.0,0.00099,0.00099,1.0
D029831,L_16,N,424,0.0,0.00099,0.00099,1.0
D029862,L_15,N,394,0.0,0.00099,0.00099,1.0
D030095,L_15,N,399,0.0,0.00099,0.00099,1.0
D030256,L_21,N,406,0.0,0.00099,0.00099,1.0
D030353,L_18,N,407,0.0,0.00099,0.00099,1.0
D030460,L_21,N,410,0.0,0.00099,0.00099,1.0
D030601,L_17_MSRR,N,411,0.0,0.134712,0.134712,1.0
D030741,L_19,N,414,0.0,0.00099,0.00099,1.0
D030758,L_16,N,417,0.0,0.00099,0.00099,1.0
D031111,L_14,N,423,0.0,0.00099,0.00099,1.0
D031267,L_16,N,428,0.0,0.00099,0.00099,1.0
D031331,L_28,N,430,0.0,0.00099,0.00099,1.0
D031555,L_18,N,435,0.0,0.00099,0.00099,1.0
D031569,L_16,N,437,0.0,0.00099,0.00099,1.0
D031602,L_24,N,438,0.0,0.00099,0.00099,1.0
D031651,L_18,N,441,0.0,0.00099,0.00099,1.0
D031671,L_24,N,442,0.0,0.00099,0.00099,1.0
D031681,L_15,N,443,0.0,0.00099,0.00099,1.0
D031803,L_15,N,453,0.0,0.00099,0.00099,1.0
D032058,L_16,N,459,0.0,0.00099,0.00099,1.0
D032062,L_24_LSR,N,460,0.0,0.00099,0.00099,1.0
D032138,L_23,N,461,0.0,0.00099,0.00099,1.0
D032149,L_24,N,462,0.0,0.00099,0.00099,1.0
D032166,L_24,N,463,0.0,0.00099,0.00099,1.0
D032188,L_24,N,473,0.0,0.00099,0.00099,1.0
D032229,L_21,N,465,0.0,0.00099,0.00099,1.0
D032275,L_18,N,466,0.0,0.00099,0.00099,1.0
D032320,L_20,N,467,0.0,0.0036316670000000003,0.0036316670000000003,1.0
D032464,L_18,N,469,0.0,0.00099,0.00099,1.0
D032534,L_16,N,471,0.0,0.04281,0.04281,1.0
D032708,L_18_MSRR,N,479,0.0,0.00099,0.00099,1.0
D032713,L_18,N,474,0.0,0.00099,0.00099,1.0
D032725,L_16,N,475,0.0,0.00099,0.00099,1.0
D032768,L_21,N,472,0.0,0.00099,0.00099,1.0
D032787,L_20,N,477,0.0,0.0157375,0.0157375,1.0
D032850,L_23,N,478,0.0,0.00099,0.00099,1.0
H032335,L_14,N,468,0.0,0.00099,0.00099,1.0
H501475,L_20,N,483,0.0,0.00099,0.00099,1.0
H501560,L_20,N,480,0.0,0.0230165,0.0230165,1.0
H501640,L_27,N,482,0.0,0.00099,0.00099,1.0
